,ISBN,Title,Author,Publishing Date,Category,Description
862,052594978X,,,,,
863,0452283205,Falling Angels,Tracy Chevalier,2002,Fiction,"In a novel of manners and social divisions set against the backdrop of turn-of-the-century England, two girls from different classes become friends, and their families' lives become intertwined in the process. By the author of Girl With a Pearl Earring. Reader's Guide available. Reprint."
864,0452284449,,,,,
865,3471772537,,,,,
866,1857093313,,,,,
867,1421506130,"Bleach, Vol. 15",Tite Kubo,2006-10-03,Comics & Graphic Novels,"Part-time student, full-time Soul Reaper, Ichigo is one of the chosen few guardians of the afterlife. Ichigo Kurosaki never asked for the ability to see ghosts—he was born with the gift. When his family is attacked by a Hollow—a malevolent lost soul—Ichigo becomes a Soul Reaper, dedicating his life to protecting the innocent and helping the tortured spirits themselves find peace. Find out why Tite Kubo’s Bleach has become an international manga smash-hit! During a bloody confrontation with a sadistic Soul Reaper, Uryû chooses a path that will temporarily grant him enormous power, at great personal cost. Meanwhile, Ichigo races to master a powerful technique that will help him fight Byakuka and,hopefully, save Rukia from execution."
868,1591164419,"Bleach, Vol. 1",Tite Kubo,2004-07-06,Comics & Graphic Novels,"Part-time student, full-time Soul Reaper, Ichigo is one of the chosen few guardians of the afterlife. Ichigo Kurosaki never asked for the ability to see ghosts—he was born with the gift. When his family is attacked by a Hollow—a malevolent lost soul—Ichigo becomes a Soul Reaper, dedicating his life to protecting the innocent and helping the tortured spirits themselves find peace. Find out why Tite Kubo’s Bleach has become an international manga smash-hit! Ichigo Kurosaki has always been able to see ghosts, but this ability doesn't change his life nearly as much as his close encounter with Rukia Kuchiki, a Soul Reaper and member of the mysterious Soul Society. While fighting a Hollow, an evil spirit that preys on humans who display psychic energy, Rukia attempts to lend Ichigo some of her powers so that he can save his family; but much to her surprise, Ichigo absorbs every last drop of her energy. Now a full-fledged Soul Reaper himself, Ichigo quickly learns that the world he inhabits is one full of dangerous spirits and, along with Rukia--who is slowly regaining her powers--it's Ichigo's job to protect the innocent from Hollows and help the spirits themselves find peace."
869,1421506122,"Bleach, Vol. 14",Tite Kubo,2006-08-01,Comics & Graphic Novels,"Part-time student, full-time Soul Reaper, Ichigo is one of the chosen few guardians of the afterlife. Ichigo Kurosaki never asked for the ability to see ghosts—he was born with the gift. When his family is attacked by a Hollow—a malevolent lost soul—Ichigo becomes a Soul Reaper, dedicating his life to protecting the innocent and helping the tortured spirits themselves find peace. Find out why Tite Kubo’s Bleach has become an international manga smash-hit! Ichigo and Yoruichi race to save Ichigo's friends from Rukia's cold-blooded brother, Byakuya Kuchiki. They arrive to find Ganju in tatters, and Rukia with him. Ichigo is bent on defeating her brother this time, but he is nowhere near prepared. Can he learn decades' worth of skill in just a matter of days?"
870,1421502712,"Bleach, Vol. 11",Tite Kubo,2006-02-07,Comics & Graphic Novels,"Part-time student, full-time Soul Reaper, Ichigo is one of the chosen few guardians of the afterlife. Ichigo Kurosaki never asked for the ability to see ghosts—he was born with the gift. When his family is attacked by a Hollow—a malevolent lost soul—Ichigo becomes a Soul Reaper, dedicating his life to protecting the innocent and helping the tortured spirits themselves find peace. Find out why Tite Kubo’s Bleach has become an international manga smash-hit! Ichigo successfully defeats Ikkaku of the Eleventh Company and is rewarded with a valuable piece of information--the location of where Rukia is being detained as she awaits execution. However, Ichigo's companion, the pyrotechnics-wielding Ganju, is having a much harder time with his Soul Reaper opponent. Meanwhile, Orihime and Uryû confront the younger brother of the gargantuan gatekeeper whom Ichigo defeated a little while ago. It's time for Uryû to put all his training to the test and prove to everyone (and himself) how much more powerful he has become."
871,1421504030,Bleach,Tite Kubo,2006-04-04,Comics & Graphic Novels,"Ichigo Kurosaki never asked for the ability to see ghosts - he was born with the gift. When his family is attacked by a Hollow, a malevolent lost soul, Ichigo becomes a Soul Reaper, dedicating his life to protecting the innocent and helping the tortured spirits themselves find peace. Find out why Tite Kubo's Bleach has become an international manga smash-hit! The race to save Rukia from the Soul Society is officially on, and Ichigo and company have come to their first roadblock, a very, very big roadblock. Jindanbô, the monstrous, fez-sporting gatekeeper hasn't let a single soul enter the Western Gate he guards in over 300 years, and he isn't about to change his mind about it just because Ichigo's crew wants to go through either. But, in a where-the-rubber-meets-the-road kind of way, Ichigo wasn't expecting his assault on the Soul Society to be a piece of cake either. After all, that'd just be boring."
872,4088736214,Edition en Japonais,Tsugumi Ohba,2012-06,,
873,4088736710,,,,,
874,4088736524,デスノート: 激走,大場つぐみ,2004-09,"Comic books, strips, etc",
875,0373028601,The Love Artist,Valerie Parv,1987,Fiction,"The Love Artist by Valerie Parv released on Jul 24, 1987 is available now for purchase."
876,0307277763,,,,,
877,3257228007,,,,,
878,0747534934,Three Stories and a Reflection,Patrick Süskind,1997,,"In this exquisite collection, Patrick S skind's genius for unmasking self-deception and dramatising human obsession is once again beautifully demonstrated."
879,0140105832,The Pigeon,Patrick Süskind,1989,Pigeons,"Set in Paris and attracting comparisons with Franz Kafka and Edgar Allan Poe, The Pigeon is Patrick Süskind's tense, disturbing follow-up to the bestselling Perfume. The novella tells the story of a day in the meticulously ordered life of bank security guard Jonathan Noel, who has been hiding from life since his wife left him for her Tunisian lover. When Jonathan opens his front door on a day he believes will be just like any other, he encounters not the desired empty hallway but an unwelcome, diabolical intruder . . ."
